renters,description
Surya Lighting Official store,"Surya SYH L155C Senter Kepala LED / Headlamp Rechargeable *Menggunakan Chip LED Super 15W dengan jarak sorot yang tajam hingga 100 meter. *Tahan terhadap guyuran air hujan sehingga dapat digunakan untuk pemakaian outdoor. *Baterai yang dapat dicas ulang hingga 1000x, dengan perlindungan Overcharge Protection, yang dapat memutuskan arus pengisian secara otomatis jika baterai sudah terisi penuh, agar umur baterai tetap terjaga. *Pengecasan menggunakan kabel micro USB yang lebih praktis. *Tipe LED: LED Super *Warna LED: Putih *Baterai: Lithium 18650 *Kapasitas: 3.7V 2000mAh *Lama Penggunaan: 15 Jam *Waktu Pengecasan: 5 Jam *Bahan Produk: ABS *Diameter Lampu: 50mm *Dimensi Lampu: 80 x 72.5 x 50 mm *Aksesoris: Kabel Micro USB & Karet Ikat Kepala	 *Aplikasi :Perbengkelan, Pertambangan, Proyek Bangunan, Berburu, Memancing, Mendaki, Teknisi, dll. Note : *Selama barang kami masih terpajang maka barang masih ready stock *Pesanan akan diproses maksimal dikirim 2 x 24 jam. *Mohon untuk buat Video Unboxing saat paket dibuka untuk menghindari kesalahan produk/ kurang barang. Karena mohon maaf, kami tidak menerima komplainan jika ada barang yang rusak atau salah kirim tanpa Video Unboxing. *Mohon Kotak dan Bukti pembelian disimpan untuk mempermudah dan mempercepat klaim garansi jika diperlukan. Informasi mengenai : *Kebijakan Garansi & Retur *Jadwal pengiriman produk *FAQ (Frequently ask Question) dapat di baca di informasi toko https://www.tokopedia.com/suryalighting Membeli berarti setuju dan mengikuti peraturan Surya Lighting Official Store"
TriMeow,"Selamat datang di Trimeow Tempat berbagai macam perlengkapan rumah tangga terlengkap di jakarta Barang Ready ya ka. Produk : Senter Lampu Kepala LED Headlamp Battery Lithium -Kualitas bahan bagus -Tahan air -Harga terjangkau -Packing aman dengan kotak -Warna cahaya putih / kuning -Tingkat terang cahaya dengan 2 step ( terang sedang dan terang sekali ) Spesifikasi 20 watt : - Warna cahaya : putih / kuning - BateraiI : lithium 1400mah - Dapat menyala hingga 30 jam - Tingkat terang cahaya dengan 2 step  ( terang sedang dan terang sekali ) - Termasuk charger dan tali kepala Spesifikasi 50 watt : - Warna cahaya : putih / kuning - Ukuran : 5,5cm x 6,5cm  x 4,5cm - Baterai : lithium 2600mah - Dapat menyala hingga 30 jam - Tingkat terang cahaya dengan 2 step  ( terang sedang dan terang sekali ) - Termasuk charger dan tali kepala Isi dalam box : - 1 Unit headlamp - 1 Unit charger - 1 Set ban untuk pengikat di kepala - Kalau beli yang bonus bohlam maka dapat bohlam* Untuk awal pemakaian, mohon di charger dahulu sekitar 8-10 jam. NOTE : Jika ingin lebih aman dalam pengiriman disarankan untuk menambahkan ekstra bubble, karena jika produk pecah, penyok,dll, jika tidak dengan ekstra bubble maka kami tidak tanggung !! Link ekstra bubble : https://www.tokopedia.com/trimeow/extra-bubble-wrap-tambahan-agar-paket-lebih-aman 📣 Waktu Terakhir Pesanan : ✅ Senin s/d Sabtu : Batas Order Max Jam 4 Sore. ✅ Khusus Grab / Gosend (Pengiriman Instant) Max Jam 2 Sore ✅ Hari Minggu Dan Tanggal Merah Toko Tutup / Libur. ✅ Jika Order Diluar Waktu Diatas, Dikirim Hari Esoknya. Terimakasih."
Back to climbing,"Lampu depan PIXA 3 kokoh dan serbaguna. Multi-beam beradaptasi dengan semua situasi: kerja jarak dekat, gerakan, dan penglihatan jarak jauh. Teknologi PENCAHAYAAN KONSTAN: kecerahan tidak berkurang secara bertahap karena baterai terkuras. Ini memenuhi persyaratan sertifikasi zona ATEX 2/22 (II 3 GD Ex nA ic IIB T4 Gc tc IIIC T135 °C Dc) untuk bekerja di lingkungan yang mudah meledak. Description : * Headlamp keeps hands free for work and can be: - worn on the head with the headband - attached to the helmet with a mounting plate (included) - placed on the ground * CONSTANT LIGHTING technology ensures brightness that does not gradually decrease as the battery drains * Several lighting modes adapt to each situation: - a mode adapted for close-range work: uniform flood beam - a mode adapted for movement: mixed beam with focused component allows user to move around comfortably - a mode adapted for long-range vision: focused beam * Lighting for professionals that is reliable, practical and durable: - automatically switches to reserve mode when batteries are almost drained (signaled by blinking light and red indicator) - rotating knob that is ergonomic, even with gloves - storage position helps protect the headlamp lens and prevents inadvertently turning it on - may be used in explosive environments - excellent resistance to falls (2 m), impacts, and crushing (80 kg) - comfortable and washable elastic headband - resistant to chemicals * ATEX zone 2/22 (II 3 GD Ex nA ic IIB T4 Gc tc IIIC T135°C Dc) certified headlamp Specifications : - Weight: 160 g - Technology: CONSTANT LIGHTING - Beam pattern: flood, mixed or focused - Energy: 2 AA/LR06 batteries (included) - Battery compatibility: rechargeable Ni-MH and lithium - Watertightness: IP67 (waterproof to -1 meter for 30 minutes; no maintenance required after immersion)"
UNITED JAYA,"-Baterai 18650 bagus dan murah menbuat pemakaian jadi berjam2  https://www.tokopedia.com/uni/batrei-isi-ulang-cas-18650-3-7-v-biru Headlamp LED Cree XML-T6 HD-LD T11 ISI DIDALAM PAKET : 1 Buah Senter Kepala / Headlamp XML-T6 HD 1 Buah Charger Colok 2 Buah Baterai 18650 (Recharger/Dapat di cas) Merk Baterai Random tergantung stok Informasi Produk High Power Headlamp LED Cree XML-T6 - HD-LD Headlamp dengan strap flexible yang muat berbagai ukuran kepala. LED senter menggunakan Cree yang dapat menghasilkan cahaya sangat terang. Headlamp tetap nyaman digunakan dalam sesi penggunaan yang lama. Features Cree LED Headlamp ini menggunakan Cree yang dapat menghasilkan cahaya terang dan lifetime LED yang sangat lama. 90 Degree Rotation Headlamp dapat digerakkan keatas bawah hingga 90 derajat sehingga jangkauan cahaya semakin besar. Comfortable Straps Strap pada kepala terbuat dari bahan kain yang halus dan kuat. Sehingga kepala Anda tidak sakit namun tetap kuat menahan beban lampu saat Anda sedang bergerak. Aero Grade Aluminum Body Seluruh badan senter dibuat dengan bahan aero grade aluminum yang membuat senter LED ini memiliki cooling sistem yang lebih dingin dibanding senter lain. Package Contents 1 x High Power Headlamp LED Cree Spesifikasi High Power Headlamp LED Cree XML-T6 - HD-LD Tipe LED Cree XML-T6 Tipe Baterai 2 X 18650 Material Aircraft Grade Aluminum Alloy coated Mineral Glass Dimensi Diameter kepala senter: 35 mm PENTING UNTUK DIBACA!! Jika pemesanan sudah tiba mohon dapat membuat video unboxing dan foto packing pada saat pemesanan diterima. Video unboxing dan foto packing tersebut kami butuhkan untuk proses investigasi lebih lanjut apabila produk yang diterima dalam keadaan rusak, kurang dll. Jika tidak ada video unboxing dan foto packing maka, untuk kendala kerusakan dan kurang produk yang pembeli terima, tidak dapat kami proses lebih lanjut."
VIP Store,"Pernah Beli Head Lamp dan Kecewa karena Barangnya Cepat Rusak dan Kualitasnya Tidak Bagus. Head Lamp ini DIJAMIN 100% Original Note : Kenapa  Anda harus membeli head lamp disini ? ✔️ Sumbu L9, bohlam LED, kecerahan tinggi, jarak jauh ✔️ Mode pencahayaan: 3 jenis (cahaya kuat, cahaya redup, flash SOS) ✔️ Zoom putar paduan aluminium, ukuran titik cahaya yang dapat disesuaikan, untuk melihat jauh dan dekat ✔️ Kapasitas baterai: baterai lithium 18650, 2400mAh / 4000mAh, tampilan daya ✔️ Metode pengisian daya: Pengisian langsung cepat USB ✔️ Bahan komponen yang ringan: aluminium alloy ✔️ Fitur: Bank daya, yang dapat mengisi daya ponsel dan perangkat lain ✔️ Ukuran: 44*83*87mm, Berat: 320g ✔️ Bahan Anyaman Elastis ✔️ Jarak efektif: 300-400m ✔️ Waterproof standar IPX4 Aksesoris: 1 lampu depan 1 ikat kepala 1 baterai 1 kabel pengisi daya USB Type-C 【Keuntungan yang di dapat 】 ⭐ Spesifikasi tertinggi untuk harga ini ⭐ Sumbu L9 lebih terang dan jangkauannya lebih panjang dari lampu depan lain yang ada di pasaran ⭐ Cahaya terang, cahaya redup, flash SOS dan mode pencahayaan lainnya, cocok untuk pendakian gunung di luar ruangan, berkuda di malam hari, dan pemandangan lainnya ⭐ Dapat digunakan sebagai bank daya, mengisi daya ponsel saat ponsel kehabisan daya, penggunaan darurat, lebih aman ⭐ Waterproof, aman untuk penggunaan saat cuaca hujan ⭐ Baterai lithium 18650, memberikan kecerahan yang cukup untuk penerangan cahaya yang kuat. KENAPA ANDA PASTI PUAS BELANJA DI TOKO Vip Living? ⚡ Respon Cepat & Profesional 🥇 Barang 100% Original & Ditest sebelum Kirim 🚚 Barang dikirim di hari yang sama, selama order sebelum jam 16.00 (Minggu/tgl merah libur yah)  📦 Packaging Super Aman (FREE bubble wrap & box) 👍 Apa yang Anda lihat & baca, itulah yang Anda dapatkan (kami memegang penuh prinsip kejujuran) 😊 CS kami tetap melayani dengan baik SETELAH pembelian "
Surya Lighting Official store,"Surya SYH L255R Senter Kepala LED / Headlamp Rechargeable *Menggunakan Chip LED Super 25W dengan diameter reflektor yang besar, sehingga cahaya yang di hasilkan sangat terang dengan jarak sorot yang jauh hingga 200 meter. *Tahan terhadap guyuran air hujan sehingga dapat digunakan untuk pemakaian outdoor. *Menggunakan 2pcs baterai yang berkualitas Lithium 3.7V dengan total kapasitas 4200mAh, sehingga mampu menyala lebih lama hingga 16 jam. *Baterai yang dapat dicas ulang hingga 1000x, dengan perlindungan Overcharge Protection, yang dapat memutuskan arus pengisian secara otomatis jika baterai sudah terisi penuh, agar umur baterai tetap terjaga. *Terdapat indikator pengecasan baterai penuh di adaptor.  *Tipe LED: LED Super *Warna LED: Putih *Baterai: 2pcs Lithium 18650 *Kapasitas: 2x 3.7V 2100mAh *Lama Penggunaan: 16 Jam *Waktu Pengecasan: 8 Jam *Bahan Produk: ABS *Diameter Lampu: 93mm *Dimensi Lampu: 95 x 95 x 105 mm *Aksesoris: Adaptor Pengecasan & Karet Ikat Kepala *Fungsi Tambahan: Dimmer, Blitz & SOS -Dimmer, dapat mengatur tingkat cahaya sesuai dengan kebutuhan anda. -Blitz, bisa di gunakan pada saat berburu. *Aplikasi :Perbengkelan, Pertambangan, Proyek Bangunan, Berburu, Memancing, Mendaki, Teknisi, dll. Note : *Selama barang kami masih terpajang maka barang masih ready stock *Pesanan akan diproses maksimal dikirim 2 x 24 jam. *Mohon untuk buat Video Unboxing saat paket dibuka untuk menghindari kesalahan produk/ kurang barang. Karena mohon maaf, kami tidak menerima komplainan jika ada barang yang rusak atau salah kirim tanpa Video Unboxing. *Mohon Kotak dan Bukti pembelian disimpan untuk mempermudah dan mempercepat klaim garansi jika diperlukan. Informasi mengenai : *Kebijakan Garansi & Retur *Jadwal pengiriman produk *FAQ (Frequently ask Question) dapat di baca di informasi toko https://www.tokopedia.com/suryalighting Membeli berarti setuju dan mengikuti peraturan Surya Lighting Official Store"
Adlr,"Senter kepala LED Cree dan lampu COB yang bisa dijadikan lampu penerangan / lampu emergency. Senter kepala dengan sistem Rechargeable dan super terang, cocok untuk Anda yang suka beraktivitas di luar rumah seperti hiking, camping, memancing,dll. Terdapat magnet pada body senter, sehingga bisa di tempel di kap mobil saat memperbaiki mobil atau ditempel pada permukaan besi lainnya. Spesifikasi : Material : ABS Input Voltage : DC 6V-12V Lighting Period : 6 Hours Light Source : XPE + COB LED Charging : Micro USB Charging Power Source : Built-in 18650 Battery Feature : Magnetic/Adjust The Brightness Colour : Black Fitur : ⍟ Rechargeable + Magnet ⍟ Lampu LED system ⍟ Input Voltage : DC 6V-12V ⍟ Lighting Period : 6 Hours ⍟ Light Source : XPE + COB LED ⍟ Charging : Micro USB Charging ⍟ Power Source : Built-in 18650 Batteryi Informasi produk ⍟ berat : 83.8 gram ⍟ bahan :  ABS ⍟ ukuran : 8.8x5.2x6.3cm ✅ garansi 100% uang kembali jika produk diterima rusak atau tidak sesuai foto ✅ packing aman dan rapi ✅ proses pengiriman super cepet! ✅ pengecekan produk sebelum dikirim Happy shopping :)"
Power Tools Makassar,"Color LED : Putih Material : ABS - Waterproof ( Anti Air ) -. Senter Kepala Led Cree dan Lampu COB. Super Terang. -. Rechargeable -. Lampu COB Bisa dijadikan lampu penerangan / Emergency. -. Terdapat Magnet pada Body Senter, sehingga bisa di tempel di kap mobil saat memperbaiki mobil.. atau ditempel pada permukaan besi lainnya. -. Dilengkapi Kabel Colok Micro USB. -. Tali Strap yang Berkualitas. -. Tombol ON/OFF disamping dan di Buka Penutupnya untuk pengecasan. -. Cocok untuk Bersepeda, Memancing, Camping, Hiking, Berlayar, Maupun Peralatan Proyek pada Helm Proyek"
Alvariko,"Senter kepala LED Cree dan lampu COB yang bisa dijadikan lampu penerangan / lampu emergency. Senter kepala dengan sistem Rechargeable dan super terang, cocok untuk Anda yang suka beraktivitas di luar rumah seperti hiking, camping, memancing,dll. Terdapat magnet pada body senter, sehingga bisa di tempel di kap mobil saat memperbaiki mobil atau ditempel pada permukaan besi lainnya. Spesifikasi : Material : ABS Input Voltage : DC 6V-12V Lighting Period : 6 Hours Light Source : XPE + COB LED Charging : Micro USB Charging Power Source : Built-in 18650 Battery Feature : Magnetic/Adjust The Brightness Colour : Black Fitur : ⍟ Rechargeable + Magnet ⍟ Lampu LED system ⍟ Input Voltage : DC 6V-12V ⍟ Lighting Period : 6 Hours ⍟ Light Source : XPE + COB LED ⍟ Charging : Micro USB Charging ⍟ Power Source : Built-in 18650 Batteryi Informasi produk ⍟ berat : 83.8 gram ⍟ bahan :  ABS ⍟ ukuran : 8.8x5.2x6.3cm ✅ garansi 100% uang kembali jika produk diterima rusak atau tidak sesuai foto ✅ packing aman dan rapi ✅ proses pengiriman super cepet! ✅ pengecekan produk sebelum dikirim Happy shopping :)"
AnD tehnik,"SENTER KEPALA SUPER LED RECHARGEABLE BESTLIFT HT-111 senter kepala dengan Super LED sehingga lebih awet digunakan. Batterai dapat diisi ulang ( rechargeable ). merek : BESTLIFE HT111 daya tahan baterai : 5 jam kapasitas baterai : 1200 mAh kapasitas SUPER LED : 10 watt mendapat extra 1pc lensa warna kuning apabila menggunakan senter kepala untuk pekerjaan waktu malam hari. Dan kedua lensa anti kabut ( anti-FOG ) mendapat 1 pc bohlam DC lampu LED, yang dapat digunakan sebagai lampu darurat / lampu emergency. mode nyala lampu senter : terang - redup - SOS kualitas lebih baik dibandingkan merek lain dengan model sejenis dengan harga murah yang beredar di pasaran. Perbedaan pada kualitas bahan pembuatan dan lampu LED yang digunakan. petunjuk penggunaan :  * untuk penggunaan pertama harap mengisi ulang baterai sebelum digunakan. * pengisian ulang baterai jangan melebihi 20 jam ( dianjuran 7-20jam ) * perhatikan untuk mengencangkan tali kepala karena akan mempengaruhi efek tahan air * jika lama tidak digunakan, harap mengisi ulang daya baterai setiap 2 s/d 3 bulan."
insideflow,"Bekerja atau melakukan kegiatan di tempat gelap memerlukan sumber penerangan tambahan. Agar pergerakan tangan Anda tidak terganggu dengan memegang senter, Anda bisa menggunakan senter kepala atau headlamp ini Fitur Lebih Terang dengan Dua Strip LED Senter kepala Wins Fire memliki tiga strip LED COB yang terdiri dari LED COB putih, LED COB kuning, dan LED COB merah. Tak hanya itu saja, pada bagian samping juga dilengkapi LED XPE yang bisa Anda gunakan jika memerlukan cahaya yang sempit dan kecil.  Mudah Dengan Sensor Tangan Salah satu kelebihan yang dimiliki oleh senter kepala Wins Fire adalah fitur sensornya. Senter kepala bisa Anda nyalakan atau matikan hanya dengan melambaikan tangan Anda di depan lampu senter.  Nyaman di Kepala Didesain untuk kenyamanan yang maksimal di kepala Anda. Strap senter terbuat dari material karet yang kencang namun tak membuat kepala sakit. Hemat dengan Baterai Isi Ulang Ditenagai oleh baterai berkapasitas 1200 mAh, senter kepala mampu bertahan mulai dari 2.5 - 8 jam.  Daya Tahan Tinggi Terhadap Air Terlindungi dengan fitur waterproof IPX4 membuat senter kepala sangat aman digunakan untuk kegiatan outdoor, sehingga tak perlu takut ketika hujan tiba.  @ Triple Light Kelengkapan Produk 1 x Wins Fire Senter Kepala Headlamp LED Triple Light COB 1200mAh IPX4 3W - W689-3 1 x Kabel Daya Type C Spesifikasi Tipe LED	COB Strip, XPE Durasi Hidup	2.5-8 Jam Tipe Baterai	Lithium Kapasitas Baterai	1200 mAh Material	 Plastik, Kain dan Silikon Dimensi	 Senter: 8 x 3 x 3 cm Lain-lain	 Daya: 3 W Waterproof: IPX4 @ Dual Light Kelengkapan Produk 1 x Wins Fire Senter Kepala Headlamp Sensor LED Dual Light COB 1200mAh 1 x Kabel USB Type C Spesifikasi Tipe LED	COB Strip, XPE Durasi Hidup	2.5-8 Jam Tipe Baterai	Lithium Kapasitas Baterai	1200 mAh Material	Karet Dimensi	 Panjang Lampu Utama: 12 cm Diameter Lampu Samping: 1.3 cm Lain-lain	 Daya: 3 W Waterproof: IPX4"
SinarBintangJayaa,"HEAD LIGHT Merk : CAHAYA Isi Box:  - 1x Senter Kepala  - 1x Charger  - 1x Tali Kepala ---------------------------------------------------- Petunjuk Penggunaan : 1. Untuk pengisian baterai, sambungkan ke stop kontak AC 90-240V/50-60Hz. Pengisian baterai penuh 8 jam. Lama pengisian maksimal 10 jam. 2. Putar saklar pada bagian atas untuk menyalakan lampu, putar searah jarum jam untuk menerangkan lampu, atau sebaliknya untuk meredupkan lampu. Perhatian: 1. Untuk ketahanan baterai, lakukan pengisian sat cahaya mulai redup. 2. Jangan menyinari mata secara langsung. 3. Jangan menggunakan lampu pada saat pengisian, karena dapat merusak komponen lampu. 4. Lakukan pengisian berkala setiap 2 bulan sekali. 5. Harap ikuti petunjuk pemakaian dengan benar. ---------------------------------------------------- Tipe: CA-3008K 20W 1LED CA-3008K adalah lampu dean utama paduan aluminium dengan kapasitas besar dan multi-fungsi yang dapat isi lang. Bahannya kuat dan tahan lama, dan desain bentuknya inovatif. Produk in akan membuat kerja dan kehidupan Anda lebih mudah dan menyenangkan. Silahkan membaca petunjuk in agar dapat menggunakan produk ini dengan lebih baik. I.Ciri Khas Produk 1.Produksi in dipasang dengan baterai lithium sebesar 2800mAH di dalamnya, Baterai Lithium tidak memiliki efek memori sehingga dapat dipakai lang lebih dari 1000 kali; 2. Produksi ini menggunakan satu biji sumber cahaya sebesar 20 W yang tahan pakai dan super terang; 3.Produksi ini menggunakan cangkir lampu paduan aluminium, lebih mudah mengumpulkan cahaya dan membuang panas; transparansi lebih tinggi dan jangkauannya lebih jauh. 4. Tombol pilihan dapat mengkontrol cahaya, lampu LED mengkonsumsi listrik lebih rendah, waktu pencahayaan lebih panjang, jika dalam kondisi penuh listrik, cahaya redup dapat dipakai berlangsun TERIMAKASIH ATAS KUNJUNGAN DAN BERBELANJA DITOKO KAMI 🙏🙏🙏"
